======================
📘 INICIO DE LECTURA EXCEL
======================
📄 Fila 156 → ref=30047 | desc=Caseta Patos C/Nido 69x69xh44CM Fenolico | padre=- | asociados=30046-30047-94043 | vacía=no
📄 Fila 157 → ref=30048 | desc=Bebedero Automatico 2MT Patos | padre=- | asociados=- | vacía=no
📄 Fila 158 → ref=30049 | desc=Tolva Galvanizada 500kg Patos | padre=- | asociados=30051-30050-30049-94044 | vacía=no
📄 Fila 159 → ref=30050 | desc=Tolva Galvanizada 100kg Patos | padre=- | asociados=30051-30050-30049-94044 | vacía=no
📄 Fila 160 → ref=30051 | desc=Tolva exterior 50kg Patos | padre=- | asociados=30051-30050-30049-94044 | vacía=no
📄 Fila 161 → ref=30052 | desc=Alfombrilla trebol para nido | padre=- | asociados=90780-90781-90783-90749-90782-70517-30052-94114 | vacía=no
📄 Fila 162 → ref=30053 | desc=Corona Diametro 60mm | padre=- | asociados=30053-30054-71238-71239-94102 | vacía=no
📄 Fila 163 → ref=30054 | desc=Boca plastico comedero perdices anti-desperdicio (x2) | padre=- | asociados=30053-30054-71238-71239-94102 | vacía=no
📄 Fila 164 → ref=30056 | desc=Corona para taladro - 100 mm. | padre=- | asociados=- | vacía=no
📄 Fila 165 → ref=30057 | desc=Boca de plástico comedero anti-desperdicio - 2 uds. | padre=- | asociados=30057-30007-94156 | vacía=no
